class_binary,class,cap_shape,cap_surface,cap_color,odor,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,ring_number,habitat
1,edible,flat,fibrous,white,none,brown,tapering,smooth,fibrous,white,white,1,grasses
1,edible,flat,fibrous,gray,none,black,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,red,none,white,tapering,smooth,smooth,gray,gray,1,woods
1,edible,convex,fibrous,red,none,pink,tapering,smooth,smooth,pink,white,1,woods
1,edible,convex,scaly,gray,none,purple,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,fibrous,red,none,pink,tapering,smooth,smooth,white,gray,1,woods
1,edible,flat,smooth,brown,none,chocolate,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,white,none,brown,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,white,none,chocolate,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,white,none,black,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,red,none,purple,tapering,smooth,smooth,gray,pink,1,woods
1,edible,convex,fibrous,brown,none,purple,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,fibrous,brown,none,white,tapering,smooth,smooth,gray,pink,1,woods
1,edible,flat,fibrous,white,anise,pink,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,white,none,black,tapering,fibrous,fibrous,white,white,1,grasses
0,poisonous,flat,scaly,white,pungent,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,flat,fibrous,gray,none,brown,tapering,smooth,smooth,gray,gray,1,woods
1,edible,convex,fibrous,brown,none,white,tapering,smooth,smooth,white,gray,1,woods
1,edible,convex,smooth,white,none,black,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,fibrous,white,none,chocolate,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,smooth,brown,none,chocolate,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,gray,none,chocolate,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,brown,none,white,tapering,smooth,smooth,gray,gray,1,woods
1,edible,convex,fibrous,brown,none,purple,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,smooth,gray,none,black,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,flat,smooth,brown,none,brown,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,smooth,gray,none,pink,tapering,fibrous,smooth,white,white,1,grasses
1,edible,flat,fibrous,gray,none,brown,tapering,smooth,smooth,pink,white,1,woods
1,edible,convex,smooth,white,none,chocolate,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,flat,fibrous,brown,none,black,tapering,smooth,fibrous,white,white,1,grasses
1,edible,flat,smooth,white,none,chocolate,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,fibrous,gray,none,black,tapering,smooth,smooth,white,white,1,grasses
1,edible,flat,fibrous,brown,none,black,tapering,smooth,smooth,white,white,1,grasses
1,edible,flat,fibrous,brown,none,pink,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,fibrous,brown,none,white,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,smooth,gray,none,chocolate,tapering,smooth,fibrous,white,white,1,grasses
1,edible,flat,smooth,white,none,brown,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,scaly,red,none,pink,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,scaly,gray,none,purple,tapering,smooth,smooth,gray,gray,1,woods
1,edible,convex,scaly,red,none,brown,tapering,smooth,smooth,gray,pink,1,woods
1,edible,convex,fibrous,gray,none,chocolate,tapering,smooth,smooth,white,white,1,grasses
1,edible,flat,fibrous,gray,none,pink,tapering,fibrous,smooth,white,white,1,grasses
1,edible,flat,scaly,yellow,anise,pink,enlarging,smooth,scaly,white,white,1,grasses
0,poisonous,flat,scaly,white,pungent,white,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,smooth,brown,none,chocolate,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,flat,fibrous,brown,none,black,tapering,smooth,fibrous,white,white,1,grasses
1,edible,flat,fibrous,brown,none,pink,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,fibrous,red,none,purple,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,fibrous,gray,none,pink,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,brown,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,fibrous,gray,none,chocolate,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,scaly,red,none,white,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,fibrous,brown,none,white,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,fibrous,brown,none,pink,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,brown,none,pink,tapering,smooth,fibrous,white,white,1,grasses
1,edible,flat,smooth,white,none,chocolate,tapering,smooth,fibrous,white,white,1,grasses
1,edible,flat,smooth,gray,none,pink,tapering,smooth,smooth,white,white,1,grasses
0,poisonous,flat,scaly,white,pungent,white,enlarging,smooth,smooth,white,white,1,urban
1,edible,bell,smooth,white,almond,black,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,white,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,fibrous,gray,none,black,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,fibrous,brown,none,black,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,smooth,brown,none,black,tapering,smooth,fibrous,white,white,1,grasses
1,edible,flat,smooth,white,anise,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,fibrous,white,none,chocolate,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,white,none,chocolate,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,smooth,gray,none,black,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,scaly,red,none,pink,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,fibrous,brown,none,brown,tapering,smooth,smooth,gray,pink,1,woods
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,white,none,black,tapering,smooth,smooth,white,white,1,grasses
1,edible,flat,smooth,brown,none,brown,tapering,fibrous,smooth,white,white,1,grasses
0,poisonous,flat,smooth,white,pungent,black,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,fibrous,brown,none,pink,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,scaly,gray,none,white,tapering,smooth,smooth,gray,gray,1,woods
1,edible,convex,scaly,gray,none,brown,tapering,smooth,smooth,gray,gray,1,woods
1,edible,convex,fibrous,gray,none,pink,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,gray,none,white,tapering,smooth,smooth,pink,pink,1,woods
1,edible,convex,scaly,red,none,purple,tapering,smooth,smooth,pink,pink,1,woods
1,edible,convex,fibrous,gray,none,pink,tapering,smooth,smooth,gray,pink,1,woods
1,edible,convex,fibrous,gray,none,purple,tapering,smooth,smooth,pink,white,1,woods
1,edible,convex,fibrous,brown,none,pink,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,smooth,white,pungent,pink,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,black,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,brown,none,white,tapering,smooth,smooth,pink,pink,1,woods
1,edible,convex,fibrous,gray,none,pink,tapering,smooth,smooth,white,gray,1,woods
0,poisonous,flat,scaly,brown,pungent,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,gray,none,purple,tapering,smooth,smooth,white,gray,1,woods
1,edible,convex,fibrous,gray,none,chocolate,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,red,none,purple,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,fibrous,brown,none,black,tapering,fibrous,smooth,white,white,1,grasses
1,edible,flat,smooth,white,none,chocolate,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,flat,smooth,brown,none,pink,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,red,none,white,tapering,smooth,smooth,white,gray,1,woods
1,edible,flat,smooth,brown,none,black,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,flat,fibrous,brown,none,brown,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,smooth,white,none,chocolate,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,black,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,flat,fibrous,brown,none,chocolate,tapering,smooth,fibrous,white,white,1,grasses
0,poisonous,convex,smooth,brown,pungent,white,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,fibrous,brown,none,pink,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,smooth,brown,none,black,tapering,fibrous,smooth,white,white,1,grasses
0,poisonous,flat,scaly,white,pungent,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,smooth,pink,gray,1,woods
1,edible,convex,fibrous,gray,none,purple,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,fibrous,brown,none,pink,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,fibrous,red,none,pink,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,fibrous,white,none,pink,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,white,none,chocolate,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,scaly,white,anise,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,white,none,pink,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,scaly,gray,none,purple,tapering,smooth,smooth,pink,gray,1,woods
1,edible,convex,fibrous,gray,none,brown,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,smooth,gray,none,brown,tapering,fibrous,smooth,white,white,1,grasses
0,poisonous,flat,scaly,white,pungent,brown,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,fibrous,red,none,white,tapering,smooth,smooth,white,pink,1,woods
0,poisonous,flat,smooth,brown,pungent,brown,enlarging,smooth,smooth,white,white,1,urban
0,poisonous,flat,scaly,brown,pungent,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,gray,none,pink,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,smooth,brown,none,chocolate,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,gray,none,pink,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,fibrous,brown,none,chocolate,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,brown,none,white,tapering,smooth,smooth,pink,gray,1,woods
1,edible,flat,smooth,brown,none,pink,tapering,fibrous,smooth,white,white,1,grasses
1,edible,flat,fibrous,brown,none,pink,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,smooth,brown,none,black,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,smooth,brown,none,black,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,brown,none,white,tapering,smooth,smooth,gray,gray,1,woods
1,edible,convex,scaly,red,none,purple,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,smooth,brown,none,black,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,fibrous,brown,none,white,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,flat,scaly,white,pungent,white,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,scaly,yellow,anise,brown,enlarging,smooth,scaly,white,white,1,grasses
0,poisonous,flat,smooth,brown,pungent,pink,enlarging,smooth,smooth,white,white,1,grasses
1,edible,flat,fibrous,white,none,chocolate,tapering,fibrous,smooth,white,white,1,grasses
1,edible,flat,fibrous,brown,none,brown,tapering,fibrous,fibrous,white,white,1,grasses
0,poisonous,flat,smooth,brown,pungent,white,enlarging,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,brown,none,black,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,red,none,purple,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,fibrous,brown,none,black,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,white,none,black,tapering,smooth,smooth,white,white,1,grasses
1,edible,flat,smooth,gray,none,pink,tapering,fibrous,smooth,white,white,1,grasses
1,edible,flat,fibrous,white,none,chocolate,tapering,fibrous,smooth,white,white,1,grasses
1,edible,flat,smooth,yellow,almond,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,white,almond,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,brown,none,pink,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,brown,none,purple,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,scaly,gray,none,brown,tapering,smooth,smooth,gray,pink,1,woods
1,edible,convex,fibrous,brown,none,purple,tapering,smooth,smooth,white,gray,1,woods
1,edible,convex,fibrous,brown,none,black,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,gray,none,purple,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,smooth,pink,pink,1,woods
1,edible,convex,fibrous,gray,none,pink,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,smooth,white,pink,1,woods
1,edible,convex,smooth,brown,none,chocolate,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,bell,scaly,white,anise,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,scaly,red,none,purple,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,smooth,brown,none,chocolate,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,red,none,white,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,scaly,brown,none,pink,tapering,smooth,smooth,gray,gray,1,woods
1,edible,convex,scaly,gray,none,purple,tapering,smooth,smooth,pink,gray,1,woods
1,edible,convex,smooth,gray,none,pink,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,smooth,brown,none,black,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,fibrous,gray,none,pink,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,smooth,gray,none,brown,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,red,none,white,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,fibrous,gray,none,white,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,fibrous,brown,none,brown,tapering,smooth,smooth,pink,white,1,woods
1,edible,convex,fibrous,brown,none,black,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,flat,smooth,brown,none,brown,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,fibrous,white,none,brown,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,scaly,yellow,almond,pink,enlarging,smooth,scaly,white,white,1,paths
1,edible,convex,fibrous,red,none,purple,tapering,smooth,smooth,white,pink,1,woods
1,edible,convex,fibrous,brown,none,chocolate,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,scaly,brown,none,pink,tapering,smooth,smooth,white,gray,1,woods
1,edible,flat,fibrous,gray,none,brown,tapering,smooth,smooth,white,pink,1,woods
1,edible,convex,fibrous,white,none,black,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,scaly,white,almond,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,smooth,brown,none,pink,tapering,smooth,smooth,white,white,1,grasses
1,edible,flat,smooth,white,none,pink,tapering,smooth,smooth,white,white,1,grasses
1,edible,flat,fibrous,brown,none,purple,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,fibrous,white,none,black,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,fibrous,gray,none,purple,tapering,smooth,smooth,gray,pink,1,woods
1,edible,convex,fibrous,brown,none,pink,tapering,smooth,smooth,white,gray,1,woods
1,edible,convex,fibrous,white,none,pink,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,smooth,white,almond,brown,enlarging,smooth,smooth,white,white,1,meadows
1,edible,flat,smooth,gray,none,brown,tapering,fibrous,smooth,white,white,1,grasses
0,poisonous,flat,scaly,brown,pungent,brown,enlarging,smooth,smooth,white,white,1,grasses
1,edible,flat,fibrous,gray,none,pink,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,smooth,pink,white,1,woods
1,edible,convex,fibrous,white,none,brown,tapering,smooth,fibrous,white,white,1,grasses
1,edible,convex,scaly,brown,none,purple,tapering,smooth,smooth,pink,white,1,woods
1,edible,convex,scaly,red,none,pink,tapering,smooth,smooth,pink,pink,1,woods
0,poisonous,flat,smooth,brown,pungent,brown,enlarging,smooth,smooth,white,white,1,urban
1,edible,flat,smooth,gray,none,pink,tapering,smooth,smooth,white,white,1,grasses
1,edible,convex,fibrous,gray,none,brown,tapering,smooth,smooth,white,gray,1,woods
1,edible,flat,fibrous,gray,none,brown,tapering,smooth,smooth,gray,pink,1,woods
1,edible,convex,fibrous,gray,none,brown,tapering,smooth,smooth,white,gray,1,woods
1,edible,convex,fibrous,gray,none,white,tapering,smooth,smooth,pink,pink,1,woods
1,edible,convex,fibrous,brown,none,purple,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,smooth,white,pungent,pink,enlarging,smooth,smooth,white,white,1,urban
1,edible,convex,smooth,yellow,anise,black,enlarging,smooth,smooth,white,white,1,meadows
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,scaly,brown,none,white,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,smooth,gray,none,brown,tapering,fibrous,fibrous,white,white,1,grasses
1,edible,convex,scaly,red,none,purple,tapering,smooth,smooth,white,pink,1,woods
1,edible,convex,fibrous,gray,none,black,tapering,fibrous,smooth,white,white,1,grasses
1,edible,flat,smooth,white,none,pink,tapering,fibrous,smooth,white,white,1,grasses
1,edible,convex,fibrous,brown,none,brown,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,fibrous,brown,none,purple,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,fibrous,gray,none,brown,tapering,smooth,fibrous,white,white,1,grasses
