HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Common name,Femalematurity,Malematurity,Gestation,LitterSize,Adultweight,Maximumlongevity
113,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Animalia.Chordata.Amphibia.Caudata.Ambystomatidae.Ambystoma.opacum,Marbled salamander,1296,1113,,100,,11.3
858,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,svecica,Animalia.Chordata.Aves.Passeriformes.Muscicapidae.Luscinia.svecica,Bluethroat,365,365,13,6,17.3,11.4
1854,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Neovison,vison,Animalia.Chordata.Mammalia.Carnivora.Mustelidae.Neovison.vison,American mink,334,371,42,4.5,925,11.4
43,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,leucomelas,Animalia.Chordata.Amphibia.Anura.Dendrobatidae.Dendrobates.leucomelas,Yellow-banded poison frog,75,75,12,7,,11.5
476,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,ochropus,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Tringa.ochropus,Green sandpiper,365,365,,,90,11.5
894,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,trichas,Animalia.Chordata.Aves.Passeriformes.Parulidae.Geothlypis.trichas,Common yellowthroat,365,365,12,4,9.5,11.5
2827,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,inauris,Animalia.Chordata.Mammalia.Rodentia.Sciuridae.Xerus.inauris,South African ground squirrel,365,365,45,2.2,588,11.5
19,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,boreas,Animalia.Chordata.Amphibia.Anura.Bufonidae.Anaxyrus.boreas,Western toad,1095,1095,6,5200,,11.5
1430,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Furgaleus,macki,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Triakidae.Furgaleus.macki,Whiskery skark,2372,1642,,19,7095,11.5
638,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,cristata,Animalia.Chordata.Aves.Passeriformes.Alaudidae.Galerida.cristata,Crested lark,365,365,,,42.9,11.6
876,Animalia,Chordata,Aves,Passeriformes,Paridae,Lophophanes,cristatus,Animalia.Chordata.Aves.Passeriformes.Paridae.Lophophanes.cristatus,Crested tit,365,365,,,11.1,11.6
474,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,glareola,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Tringa.glareola,Wood sandpiper,365,365,,,62.5,11.6
1048,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,virescens,Animalia.Chordata.Aves.Pelecaniformes.Ardeidae.Butorides.virescens,Green heron,730,730,20,4,175,11.6
2220,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Animalia.Chordata.Mammalia.Erinaceomorpha.Erinaceidae.Erinaceus.europaeus,Western European hedgehog,253,253,30,1.5,750,11.7
742,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,querula,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Zonotrichia.querula,Harris's sparrow,365,365,13,4,33.1,11.7
627,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,schoenobaenus,Animalia.Chordata.Aves.Passeriformes.Acrocephalidae.Acrocephalus.schoenobaenus,Sedge warbler,365,365,,,11.8,11.8
736,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,passerina,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Spizella.passerina,Chipping sparrow,365,365,12,4,12.2,11.8
792,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota,Animalia.Chordata.Aves.Passeriformes.Hirundinidae.Petrochelidon.pyrrhonota,Cliff swallow,365,365,14,4,23.24,11.8
859,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,striata,Animalia.Chordata.Aves.Passeriformes.Muscicapidae.Muscicapa.striata,Spotted flycatcher,365,365,,,15.9,11.8
942,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,trochilus,Animalia.Chordata.Aves.Passeriformes.Phylloscopidae.Phylloscopus.trochilus,Willow warbler,365,365,,,8.7,11.8
345,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,europaeus,Animalia.Chordata.Aves.Caprimulgiformes.Caprimulgidae.Caprimulgus.europaeus,Eurasian nightjar,365,365,,,67,11.9
656,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,olivacea,Animalia.Chordata.Aves.Passeriformes.Cardinalidae.Piranga.olivacea,Scarlet tanager,365,365,13,4,29,11.9
885,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,palustris,Animalia.Chordata.Aves.Passeriformes.Paridae.Poecile.palustris,Marsh tit,365,365,,,11.2,11.9
905,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia,motacilla,Animalia.Chordata.Aves.Passeriformes.Parulidae.Parkesia.motacilla,Louisiana waterthrush,365,365,13,5,22.5,11.9
972,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,nisoria,Animalia.Chordata.Aves.Passeriformes.Sylviidae.Sylvia.nisoria,Barred warbler,365,365,,,22.5,11.9
984,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,bicknelli,Animalia.Chordata.Aves.Passeriformes.Turdidae.Catharus.bicknelli,Bicknell's thrush,365,365,12,4,27.5,11.9
1108,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,pubescens,Animalia.Chordata.Aves.Piciformes.Picidae.Picoides.pubescens,Downy woodpecker,365,365,12,5,25.6,11.9
746,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,guttata,Animalia.Chordata.Aves.Passeriformes.Estrildidae.Taeniopygia.guttata,Zebra finch,60,60,,,12,12
2493,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,Animalia.Chordata.Mammalia.Rodentia.Caviidae.Cavia.porcellus,Guinea pig,66,76,68,3.8,728,12
2608,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,bursarius,Animalia.Chordata.Mammalia.Rodentia.Geomyidae.Geomys.bursarius,Plains pocket gopher,91,91,51,4,176.7,12
2036,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,Animalia.Chordata.Mammalia.Chiroptera.Vespertilionidae.Lasionycteris.noctivagans,Silver-haired bat,152,152,55,2,10,12
2144,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Burramys,parvus,Animalia.Chordata.Mammalia.Diprotodontia.Burramyidae.Burramys.parvus,Mountain pygmy possum,320,320,15,3.5,45,12
821,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,excubitor,Animalia.Chordata.Aves.Passeriformes.Laniidae.Lanius.excubitor,Northern shrike,335,335,,5,63.5,12
261,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,laysanensis,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.laysanensis,Laysan duck,365,365,28,3.8,500,12
289,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,canagica,Animalia.Chordata.Aves.Anseriformes.Anatidae.Chen.canagica,Emperor goose,365,365,24,4.9,2148,12
438,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,macularius,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Actitis.macularius,Spotted sandpiper,365,365,20,4,34,12
651,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,ciris,Animalia.Chordata.Aves.Passeriformes.Cardinalidae.Passerina.ciris,Painted bunting,365,365,11,4,14.75,12
2060,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,noctula,Animalia.Chordata.Mammalia.Chiroptera.Vespertilionidae.Nyctalus.noctula,Noctule,90,455,60,1.5,27.75,12
1981,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,brasiliensis,Animalia.Chordata.Mammalia.Chiroptera.Molossidae.Tadarida.brasiliensis,Brazilian free-tailed bat,273,547,78,1,12.5,12
3674,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,bilinearis,Animalia.Chordata.Teleostei.Gadiformes.Merlucciidae.Merluccius.bilinearis,Silver hake,602,602,,,1265,12
3648,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Eleginus,gracilis,Animalia.Chordata.Teleostei.Gadiformes.Gadidae.Eleginus.gracilis,Saffron cod,912,912,,,605,12
3869,Animalia,Chordata,Teleostei,Perciformes,Malacanthidae,Branchiostegus,japonicus,Animalia.Chordata.Teleostei.Perciformes.Malacanthidae.Branchiostegus.japonicus,Red tilefish,912,912,,,687.5,12
3515,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,carinatum,Animalia.Chordata.Teleostei.Cypriniformes.Catostomidae.Moxostoma.carinatum,River redhorse,1095,1095,,14500,3089,12
1442,Animalia,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,Callorhinchus,capensis,Animalia.Chordata.Chondrichthyes.Chimaeriformes.Callorhinchidae.Callorhinchus.capensis,Cape elephantfish,1533,1204,,22,2887.5,12
1417,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,tilstoni,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Carcharhinidae.Carcharhinus.tilstoni,Australian blacktip shark,1277,1277,,3,28600,12
3654,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,ogac,Animalia.Chordata.Teleostei.Gadiformes.Gadidae.Gadus.ogac,Greenland cod,1277,1277,,,,12
4228,Animalia,Chordata,Teleostei,Zeiformes,Zeidae,Zeus,faber,Animalia.Chordata.Teleostei.Zeiformes.Zeidae.Zeus.faber,European john dory,1277,1277,,,4400,12
4059,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,ferruginea,Animalia.Chordata.Teleostei.Pleuronectiformes.Pleuronectidae.Limanda.ferruginea,Yellowtail flounder,1718,1334,,,825,12
4123,Animalia,Chordata,Teleostei,Scorpaeniformes,Hexagrammidae,Hexagrammos,decagrammus,Animalia.Chordata.Teleostei.Scorpaeniformes.Hexagrammidae.Hexagrammos.decagrammus,Kelp greenling,1460,1460,,,1155,12
1455,Animalia,Chordata,Chondrichthyes,Lamniformes,Odontaspididae,Carcharias,taurus,Animalia.Chordata.Chondrichthyes.Lamniformes.Odontaspididae.Carcharias.taurus,Sand tiger shark,2500,1642,,2,87340,12
1426,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Scyliorhinidae.Scyliorhinus.canicula,Small-spotted catshark,2791,1642,,45.5,726,12
1490,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,clavata,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Raja.clavata,Thornback ray,3650,3650,,142,9900,12
797,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,bicolor,Animalia.Chordata.Aves.Passeriformes.Hirundinidae.Tachycineta.bicolor,Tree swallow,365,365,14,5,19,12.1
1015,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,virescens,Animalia.Chordata.Aves.Passeriformes.Tyrannidae.Empidonax.virescens,Acadian flycatcher,365,365,13,3,12.6,12.1
585,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lyrurus,tetrix,Animalia.Chordata.Aves.Galliformes.Phasianidae.Lyrurus.tetrix,Eurasian black grouse,365,365,,,1079,12.2
718,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,schoeniclus,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Emberiza.schoeniclus,Reed bunting,365,365,,,18.4,12.2
747,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,flammea,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Acanthis.flammea,Common redpoll,365,365,10,5,14.2,12.2
903,Animalia,Chordata,Aves,Passeriformes,Parulidae,Mniotilta,varia,Animalia.Chordata.Aves.Passeriformes.Parulidae.Mniotilta.varia,Black-and-white warbler,365,365,11,5,10.9,12.2
463,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Lymnocryptes,minimus,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Lymnocryptes.minimus,Jack snipe,365,365,,,50.2,12.3
731,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Pipilo.erythrophthalmus,Eastern towhee,365,365,12,4,39.4,12.3
106,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Scaphiopus,holbrookii,Animalia.Chordata.Amphibia.Anura.Scaphiopodidae.Scaphiopus.holbrookii,Eastern spadefoot,730,730,8,3872,,12.3
2835,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,Animalia.Chordata.Mammalia.Scandentia.Tupaiidae.Tupaia.glis,Common tree shrew,90,90,46,2,200,12.4
879,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,atricapillus,Animalia.Chordata.Aves.Passeriformes.Paridae.Poecile.atricapillus,Black-capped chickadee,180,180,12,7,10.4,12.4
2082,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Zaedyus,pichiy,Animalia.Chordata.Mammalia.Cingulata.Dasypodidae.Zaedyus.pichiy,Pichi,320,320,60,2,1500,12.5
1846,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,erminea,Animalia.Chordata.Mammalia.Carnivora.Mustelidae.Mustela.erminea,Ermine,95,365,43,6.77,110.3,12.5
1092,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,auratus,Animalia.Chordata.Aves.Piciformes.Picidae.Colaptes.auratus,Northern flicker,365,365,11,4,120,12.5
804,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,cyanocephalus,Animalia.Chordata.Aves.Passeriformes.Icteridae.Euphagus.cyanocephalus,Brewer's blackbird,365,365,13,5,64.55,12.5
822,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,ludovicianus,Animalia.Chordata.Aves.Passeriformes.Laniidae.Lanius.ludovicianus,Loggerhead shrike,365,365,11,5,46,12.5
815,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,mexicanus,Animalia.Chordata.Aves.Passeriformes.Icteridae.Quiscalus.mexicanus,Great-tailed grackle,365,730,13,3,168.7,12.5
507,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,oenas,Animalia.Chordata.Aves.Columbiformes.Columbidae.Columba.oenas,Stock dove and stock pigeon,365,365,,,291,12.6
755,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Coccothraustes,coccothraustes,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Coccothraustes.coccothraustes,Hawfinch,365,365,,,56.6,12.6
817,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,magna,Animalia.Chordata.Aves.Passeriformes.Icteridae.Sturnella.magna,Eastern meadowlark,365,365,13,5,94.71,12.6
966,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Chamaea,fasciata,Animalia.Chordata.Aves.Passeriformes.Sylviidae.Chamaea.fasciata,Wrentit,365,365,15,3.5,14.7,12.6
1371,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,brasilianus,Animalia.Chordata.Aves.Suliformes.Phalacrocoracidae.Phalacrocorax.brasilianus,Neotropic cormorant,365,365,26,3.5,1550,12.6
1798,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,sanguinea,Animalia.Chordata.Mammalia.Carnivora.Herpestidae.Galerella.sanguinea,Slender mongoose,365,365,65,2,500,12.6
2736,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Hypogeomys,antimena,Animalia.Chordata.Mammalia.Rodentia.Nesomyidae.Hypogeomys.antimena,Malagasy giant rat,730,365,120,1,1250,12.6
477,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,semipalmata,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Tringa.semipalmata,Willet,730,730,22,4,270,12.6
1730,Animalia,Chordata,Mammalia,Carnivora,Canidae,Cerdocyon,thous,Animalia.Chordata.Mammalia.Carnivora.Canidae.Cerdocyon.thous,Crab-eating fox,274,274,55,4,6500,12.7
546,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,columbarius,Animalia.Chordata.Aves.Falconiformes.Falconidae.Falco.columbarius,Merlin,365,365,30,5,195,12.7
1094,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,major,Animalia.Chordata.Aves.Piciformes.Picidae.Dendrocopos.major,Great spotted woodpecker,365,365,,,75.1,12.7
840,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,rufum,Animalia.Chordata.Aves.Passeriformes.Mimidae.Toxostoma.rufum,Brown thrasher,274,274,13,4,67,12.8
726,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melozone,fusca,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Melozone.fusca,Canyon towhee,365,365,11,3,44.4,12.8
2200,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Animalia.Chordata.Mammalia.Diprotodontia.Potoroidae.Aepyprymnus.rufescens,Rufous 'rat'-kangaroo,333,380,23,1,3250,12.8
377,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,apricaria,Animalia.Chordata.Aves.Charadriiformes.Charadriidae.Pluvialis.apricaria,European golden-plover and greater golden-plover,730,730,,,214,12.8
63,Animalia,Chordata,Amphibia,Anura,Hylidae,Osteopilus,septentrionalis,Animalia.Chordata.Amphibia.Anura.Hylidae.Osteopilus.septentrionalis,Cuban treefrog,255,120,1,1500,,12.9
258,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,cyanoptera,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.cyanoptera,Cinnamon teal,365,365,23,10,411,12.9
467,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,lobatus,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Phalaropus.lobatus,Red-necked phalarope,365,365,,,33.8,12.9
538,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,canorus,Animalia.Chordata.Aves.Cuculiformes.Cuculidae.Cuculus.canorus,Common cuckoo and Eurasian cuckoo,365,365,,,111.5,12.9
958,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,europaea,Animalia.Chordata.Aves.Passeriformes.Sittidae.Sitta.europaea,Wood nuthatch or Eurasian nuthatch,365,365,,,20.4,12.9
168,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Notophthalmus.perstriatus,Striped newt,487,487,,,,12.9
2454,Animalia,Chordata,Mammalia,Primates,Lorisidae,Arctocebus,calabarensis,Animalia.Chordata.Mammalia.Primates.Lorisidae.Arctocebus.calabarensis,Calabar angwantibo,279,270,133,1,257.5,13
586,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Animalia.Chordata.Aves.Galliformes.Phasianidae.Meleagris.gallopavo,Wild turkey,304,365,28,11,6050,13
1099,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,pileatus,Animalia.Chordata.Aves.Piciformes.Picidae.Dryocopus.pileatus,Pileated woodpecker,354,365,18,4,364,13
378,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,dominica,Animalia.Chordata.Aves.Charadriiformes.Charadriidae.Pluvialis.dominica,American golden plover,365,365,26,4,118,13
578,Animalia,Chordata,Aves,Galliformes,Phasianidae,Falcipennis,canadensis,Animalia.Chordata.Aves.Galliformes.Phasianidae.Falcipennis.canadensis,Spruce grouse,365,365,20,5,417.3,13
761,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Hemignathus,wilsoni,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Hemignathus.wilsoni,Akiapolaau,365,365,,1,28,13
1038,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,lateralis,Animalia.Chordata.Aves.Passeriformes.Zosteropidae.Zosterops.lateralis,Silvereye,365,365,,,12.7,13
1975,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,fulvus,Animalia.Chordata.Mammalia.Chiroptera.Hipposideridae.Hipposideros.fulvus,Fulvus roundleaf bat,563,563,158,1,7,13
771,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxioides,bailleui,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Loxioides.bailleui,Palila,365,730,16,2,37.85,13
2111,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Animalia.Chordata.Mammalia.Dasyuromorphia.Dasyuridae.Sarcophilus.harrisii,Tasmanian devil,730,730,26,3,6500,13
370,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,dubius,Animalia.Chordata.Aves.Charadriiformes.Charadriidae.Charadrius.dubius,Little ringed plover,730,730,,,38.7,13
3675,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,gayi,Animalia.Chordata.Teleostei.Gadiformes.Merlucciidae.Merluccius.gayi,Chilean hake,730,730,,,,13
2025,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,euryale,Animalia.Chordata.Mammalia.Chiroptera.Rhinolophidae.Rhinolophus.euryale,Mediterranean horseshoe bat,821,821,90,1,8.2,13
4214,Animalia,Chordata,Teleostei,Siluriformes,Plotosidae,Cnidoglanis,macrocephalus,Animalia.Chordata.Teleostei.Siluriformes.Plotosidae.Cnidoglanis.macrocephalus,Cobbler,912,912,,,1375,13
3860,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,sanguineus,Animalia.Chordata.Teleostei.Perciformes.Lutjanidae.Lutjanus.sanguineus,Saddletailed sea perch,1003,1003,,,12650,13
1437,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,henlei,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Triakidae.Mustelus.henlei,Brown smoothhound,2062,1131,,4.5,,13
3599,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Phoxinus,phoxinus,Animalia.Chordata.Teleostei.Cypriniformes.Cyprinidae.Phoxinus.phoxinus,Minnow,1277,1277,,,,13
3774,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,andersonii,Animalia.Chordata.Teleostei.Perciformes.Cichlidae.Oreochromis.andersonii,Three spotted tilapia,1460,1460,,,2590.5,13
3464,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,sapidissima,Animalia.Chordata.Teleostei.Clupeiformes.Clupeidae.Alosa.sapidissima,American shad,1678,1569,,,3025,13
3989,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,alalunga,Animalia.Chordata.Teleostei.Perciformes.Scombridae.Thunnus.alalunga,Albacore,1825,1825,,2000000,33165,13
1029,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,gilvus,Animalia.Chordata.Aves.Passeriformes.Vireonidae.Vireo.gilvus,Warbling vireo,304,304,13,3.5,15,13.1
937,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,montanus,Animalia.Chordata.Aves.Passeriformes.Passeridae.Passer.montanus,Eurasian tree sparrow,319,319,13,5,20.5,13.1
1122,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,nigricollis,Animalia.Chordata.Aves.Podicipediformes.Podicipedidae.Podiceps.nigricollis,Eared grebe,730,730,21,3,392,13.1
519,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,turtur,Animalia.Chordata.Aves.Columbiformes.Columbidae.Streptopelia.turtur,European turtle-dove,365,365,,,132,13.2
715,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,citrinella,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Emberiza.citrinella,Yellowhammer,365,365,,,29.7,13.2
1795,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Crossarchus,obscurus,Animalia.Chordata.Mammalia.Carnivora.Herpestidae.Crossarchus.obscurus,Long-nosed cusimanse,274,274,58,4,790,13.3
458,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,griseus,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Limnodromus.griseus,Short-billed dowitcher,365,365,21,4,105,13.3
741,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,leucophrys,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Zonotrichia.leucophrys,White-crowned sparrow,365,365,12,4,25.82,13.3
872,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,bicolor,Animalia.Chordata.Aves.Passeriformes.Paridae.Baeolophus.bicolor,Tufted titmouse,365,365,13,6,21,13.3
